# *** METADATA ***
#------------------------------
# Title: REBL Survey 2a
# Metadata timestamp: 07 April 2024 6:15:45 PM
# Author: Dr. Trisha Shrum, Chris Donovan
# Author email: tshrum@uvm.edu
#------------------------------
# Description: This is the raw data for REBL Survey 2a (formerly known as the Beta 2 Part 1 survey). It was downloaded from Qualtrics XM on 2024-04-06.
# Data Collection: This survey was administered through Qualtrics XM in two parts, of which this is the first. A nationally representative sample stratified by age, sex, and race, was recruited through Prolific. The pilot was administered on 2023-04-25, then the rest of data collection was on 2023-05-02. Stragglers came in as late as 2023-05-16.
# Variables: This survey contains a reduced set of 70 (?) REBL items that showed promise from survey 1. It also contains series of questions about sustainable fashion, personal experiences with extreme weather events, indicators for a SEM including psychological distance, a dictator's game, as well as demographics.
# Missing Data or Quality Issues: Q9.2_9 and Q9.3_7 were not in the pilot, but was in the full survey. 
# Ownership: Dr. Trisha Shrum
#------------------------------
# Changelog
# Date: , Changes:
#------------------------------
# *** END OF METADATA ***
StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1.1,Q2.1,Q3.1,Q5.1_1,Q5.1_2,Q5.1_3,Q5.1_4,Q5.1_5,Q6.1,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q6.3_1,Q6.3_2,Q6.3_3,Q6.3_4,Q6.4_1,Q6.4_2,Q6.4_3,Q6.4_4,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.1_5,Q7.1_6,Q7.1_7,Q7.1_8,Q8.1_1,Q8.1_2,Q8.1_3,Q8.1_4,Q8.1_5,Q8.1_6,Q8.2_1,Q8.2_2,Q8.2_3,Q8.2_4,Q8.2_5,Q8.3_1,Q8.3_2,Q8.3_3,Q8.3_4,Q8.3_5,Q9.1_1,Q9.1_2,Q9.1_3,Q9.1_4,Q9.1_5,Q9.1_6,Q9.1_7,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q9.2_6,Q9.2_7,Q9.2_8,Q9.2_9,Q9.2_10,Q9.2_11,Q9.2_12,Q9.2_13,Q9.2_14,Q9.3_1,Q9.3_2,Q9.3_3,Q9.3_4,Q9.3_5,Q9.3_6,Q9.3_7,Q9.3_8,Q9.3_9,Q9.4_1,Q9.4_2,Q9.4_3,Q9.4_4,Q9.4_5,Q9.4_6,Q9.4_7,Q9.4_8,Q9.4_9,Q9.4_10,Q9.4_11,Q9.4_12,Q10.1_1,Q10.1_2,Q10.1_3,Q10.1_4,Q10.1_5,Q10.1_6,Q10.1_7,Q10.1_8,Q11.1_1,Q11.1_2,Q11.1_3,Q11.1_4,Q11.1_5,Q13.2,Q13.3,Q13.4,Q13.5,Q14.2,Q14.3,Q14.4,Q14.5,Q15.2,Q15.3,Q15.4,Q15.5,Q15.6,Q15.7,Q15.8,Q16.2,Q16.3,Q16.4,Q16.5,Q16.6,Q16.7,Q17.2,Q17.3,Q17.3_3_TEXT,Q17.4,Q17.4_7_TEXT,Q17.5,Q17.6,Q17.7,Q17.8,Q17.9,Q17.10,PROLIFIC_PID
5/2/2023 15:08,5/2/2023 15:23,IP Address,100,909,TRUE,5/2/2023 15:23,R_3MoK0gndIjkJ2yR,,,,,anonymous,EN,1,Yes,6349146a3cea617bfd8da767,$6 for Trees for the Future; $4 for myself,No,Yes,No,Yes,No,"Yes, cooled",,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No ,No ,No ,No ,,No ,No ,No ,No,No,Yes,Yes,Yes,Agree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Somewhat disagree,25-34,Male,,Hispanic or Latino,,High School Diploma,Suburban,"$50,000 - $100,000",No,Biden/Harris,Somewhat liberal,6349146a3cea617bfd8da767
5/2/2023 15:17,5/2/2023 15:23,IP Address,100,351,TRUE,5/2/2023 15:23,R_2QF1XyfTBWKT7Cm,,,,,anonymous,EN,1,Yes,62866264394aea9d61adb089,$0 for Trees for the Future; $10 for myself,No,No,No,Yes,Yes,"Yes, both",Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No ,No ,No ,No ,,No ,No ,No ,Yes,No,Yes,No,Yes,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,18-24,Male,,White or Caucasian,,Some College,Suburban,"$50,000 - $100,000",No,Other,Very liberal,62866264394aea9d61adb089
5/2/2023 15:11,5/2/2023 15:23,IP Address,100,753,TRUE,5/2/2023 15:23,R_sCh9VY2MHCX9Azf,,,,,anonymous,EN,0.899999976,Yes,5f59ce6bf4d188227440a9d2,$0 for Trees for the Future; $10 for myself,No,No,Yes,Yes,No,"Yes, both",No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes ,No ,No ,No ,,No ,No ,No ,No,Yes,Yes,No,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Strongly disagree,45-54,Female,,White or Caucasian,,Some College,Rural,"Less than $25,000","Yes, older than 18",I did not vote in the last election,Moderate,5f59ce6bf4d188227440a9d2
5/2/2023 15:14,5/2/2023 15:23,IP Address,100,571,TRUE,5/2/2023 15:23,R_3flyl9U7qwkEqdB,,,,,anonymous,EN,1,Yes,6144f7e2bf25aad25ae610a1,$5 for Trees for the Future; $5 for myself,No,No,No,Yes,No,"Yes, cooled",,,,,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No ,No ,No ,No ,,Yes ,No ,No ,No,No,No,No,No,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Disagree,55-64,Female,,White or Caucasian,,High School Diploma,Suburban,"$100,000 - $200,000","Yes, older than 18",Biden/Harris,Moderate,6144f7e2bf25aad25ae610a1
5/2/2023 15:17,5/2/2023 15:24,IP Address,100,384,TRUE,5/2/2023 15:24,R_1mxAemIoYE0P9KI,,,,,anonymous,EN,0.800000012,Yes,63d469dc33d096987b0a4aa2,$0 for Trees for the Future; $10 for myself,No,No,No,Yes,No,No,,,,,,,,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes ,No ,No ,Yes ,,Yes ,No ,Yes ,No,Yes,Yes,No,Yes,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,25-34,Male,,White or Caucasian,,Master's Degree,Urban,"$100,000 - $200,000",No,Biden/Harris,Liberal,63d469dc33d096987b0a4aa2
5/2/2023 15:16,5/2/2023 15:24,IP Address,100,452,TRUE,5/2/2023 15:24,R_3k5F53athdJOvmw,,,,,anonymous,EN,0.899999976,Yes,5cf5bfa69681010001eeae7d,$0 for Trees for the Future; $10 for myself,No,No,No,Yes,No,"Yes, heated",Yes,Yes,Yes,No,,,,,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No ,No ,No ,No ,,No ,No ,No ,No,No,No,Yes,Yes,Agree,Agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,25-34,Female,,White or Caucasian,,Bachelor's Degree,Suburban,"Less than $25,000","Yes, younger than 18",Biden/Harris,Very liberal,5cf5bfa69681010001eeae7d
5/2/2023 15:09,5/2/2023 15:24,IP Address,100,867,TRUE,5/2/2023 15:24,R_1lfQP5ua9gVauLn,,,,,anonymous,EN,1,Yes,5c6f1611922d7a00017cb800,$5 for Trees for the Future; $5 for myself,No,No,No,Yes,No,"Yes, both",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No ,No ,Yes ,No ,,No ,No ,No ,No,Yes,No,Yes,No,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Somewhat disagree,Disagree,35-44,Female,,White or Caucasian,,Some College,Suburban,"$25,000 - $50,000",No,Biden/Harris,Liberal,5c6f1611922d7a00017cb800
5/2/2023 15:08,5/2/2023 15:24,IP Address,100,947,TRUE,5/2/2023 15:24,R_2bICOKA0j17Ixia,,,,,anonymous,EN,1,Yes,5c720c7278263500015665f9,$1 for Trees for the Future; $9 for myself,No,Yes,No,Yes,No,"Yes, both",Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No ,No ,No ,No ,,Yes ,No ,No ,No,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Agree,Strongly agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly agree,35-44,Male,,Hispanic or Latino,,Bachelor's Degree,Urban,"$50,000 - $100,000","Yes, younger than 18",Biden/Harris,Liberal,5c720c7278263500015665f9
5/2/2023 15:18,5/2/2023 15:24,IP Address,100,346,TRUE,5/2/2023 15:24,R_1Cx2GV0Wr0z3sUK,,,,,anonymous,EN,1,Yes,5b985a950e9b4f00012c2c85,$0 for Trees for the Future; $10 for myself,Yes,Yes,No,Yes,No,"Yes, both",Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No ,No ,No ,Yes ,,Yes ,No ,No ,No,No,Yes,No,No,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Disagree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,18-24,Female,,White or Caucasian,,Trade School,Suburban,"$50,000 - $100,000",No,I did not vote in the last election,Liberal,5b985a950e9b4f00012c2c85
5/2/2023 15:13,5/2/2023 15:24,IP Address,100,650,TRUE,5/2/2023 15:24,R_2tLPZea8bD1yy5C,,,,,anonymous,EN,1,Yes,60fe3355044fe7dbcfd05176,$4 for Trees for the Future; $6 for myself,Yes,No,No,Yes,No,"Yes, both",Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes ,No ,No ,No ,,Yes ,No ,No ,Yes,Yes,Yes,Yes,Yes,Disagree,Disagree,Disagree,Somewhat disagree,Disagree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Disagree,Agree,18-24,Female,,White or Caucasian,,Some College,Rural,"$50,000 - $100,000",No,I did not vote in the last election,Somewhat conservative,60fe3355044fe7dbcfd05176
5/2/2023 15:10,5/2/2023 15:24,IP Address,100,821,TRUE,5/2/2023 15:24,R_1IBrf8O0oNVqdmf,,,,,anonymous,EN,1,Yes,60120c8c6e367f23631ee600,$10 for Trees for the Future; $0 for myself,No,No,No,Yes,No,"Yes, heated",No,No,No,Yes,,,,,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes ,No ,Yes ,No ,,No ,No ,No ,No,Yes,No,No,No,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Disagree,Agree,Somewhat disagree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Somewhat disagree,Disagree,18-24,Female,,Hispanic or Latino,,Some College,Urban,"Less than $25,000",No,Biden/Harris,Very liberal,60120c8c6e367f23631ee600
5/2/2023 15:16,5/2/2023 15:25,IP Address,100,554,TRUE,5/2/2023 15:25,R_1Le3oge63CbhGFT,,,,,anonymous,EN,0.899999976,Yes,5b75b2ebc5e14d00013669fc,$10 for Trees for the Future; $0 for myself,No,No,No,Yes,No,"Yes, both",Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes ,No ,No ,No ,,Yes ,No ,No ,No,Yes,Yes,No,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,35-44,Female,,White or Caucasian,,Bachelor's Degree,Suburban,"$50,000 - $100,000","Yes, younger than 18",Other,Somewhat liberal,5b75b2ebc5e14d00013669fc
5/2/2023 15:17,5/2/2023 15:25,IP Address,100,449,TRUE,5/2/2023 15:25,R_3LhBGMRl1hNA5fz,,,,,anonymous,EN,1,Yes,60fe47b274576eb477b06e6d,$5 for Trees for the Future; $5 for myself,Yes,No,No,Yes,No,No,,,,,,,,,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes ,No ,No ,No ,,Yes ,No ,No ,No,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Disagree,25-34,Male,,White or Caucasian,,Some College,Suburban,"$25,000 - $50,000",No,Biden/Harris,Liberal,60fe47b274576eb477b06e6d
5/2/2023 15:19,5/2/2023 15:25,IP Address,100,367,TRUE,5/2/2023 15:25,R_1rjlmkOAI6QxOnH,,,,,anonymous,EN,1,Yes,5dcea4c3bc83380fe65dba2a,$5 for Trees for the Future; $5 for myself,No,No,No,Yes,No,"Yes, heated",Yes,Yes,Yes,No,,,,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes ,No ,Yes ,No ,,No ,No ,No ,No,Yes,Yes,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,55-64,Male,,White or Caucasian,,"Doctorate (Ph.D., J.D., M.D., etc.)",Urban,"$50,000 - $100,000","Yes, older than 18",Biden/Harris,Moderate,5dcea4c3bc83380fe65dba2a
5/2/2023 15:22,5/2/2023 15:25,IP Address,100,194,TRUE,5/2/2023 15:25,R_2zOaJMTtIoM7kGN,,,,,anonymous,EN,1,Yes,60fd8920ba73375685705aee,$0 for Trees for the Future; $10 for myself,Yes,No,Yes,Yes,No,"Yes, both",No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes ,No ,No ,Yes ,,Yes ,No ,Yes ,Yes,Yes,Yes,Yes,Yes,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,18-24,Female,,Hispanic or Latino,,High School Diploma,Rural,"Less than $25,000",No,Biden/Harris,Liberal,60fd8920ba73375685705aee
5/2/2023 15:16,5/2/2023 15:25,IP Address,100,537,TRUE,5/2/2023 15:25,R_1HypONUs4LqT7GN,,,,,anonymous,EN,0.800000012,Yes,602ca566b890804aca19f09c,$5 for Trees for the Future; $5 for myself,Yes,No,No,Yes,Yes,"Yes, heated",Yes,Yes,Yes,Yes,,,,,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes ,Yes ,No ,Yes ,,No ,No ,Yes ,Yes,Yes,No,Yes,Yes,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Strongly disagree,35-44,Female,,Hispanic or Latino,,Associate's Degree,Urban,"Less than $25,000","Yes, younger than 18",Biden/Harris,Very liberal,602ca566b890804aca19f09c
5/2/2023 15:14,5/2/2023 15:25,IP Address,100,689,TRUE,5/2/2023 15:25,R_2UWMdoxqErY4Fyf,,,,,anonymous,EN,1,Yes,6046a188dcbc890e9b609f20,$9 for Trees for the Future; $1 for myself,No,No,No,Yes,No,No,,,,,,,,,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes ,No ,No ,Yes ,,No ,Yes ,No ,No,No,Yes,Yes,Yes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Disagree,25-34,Female,,White or Caucasian,,Bachelor's Degree,Urban,"$50,000 - $100,000",No,Biden/Harris,Very liberal,6046a188dcbc890e9b609f20
5/2/2023 15:19,5/2/2023 15:25,IP Address,100,365,TRUE,5/2/2023 15:26,R_12Kh1VSUKFCGTmA,,,,,anonymous,EN,1,Yes,629638416146d56a43e5e028,$0 for Trees for the Future; $10 for myself,No,No,No,Yes,No,"Yes, heated",No,No,No,Yes,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No ,No ,No ,No ,,No ,No ,No ,No,Yes,No,No,No,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Agree,Somewhat disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Strongly disagree,25-34,Female,,White or Caucasian,,Some High School,,"$25,000 - $50,000",No,Biden/Harris,Very liberal,629638416146d56a43e5e028
5/2/2023 15:13,5/2/2023 15:26,IP Address,100,759,TRUE,5/2/2023 15:26,R_pQxOOkMIsTh2mxb,,,,,anonymous,EN,1,Yes,5e9389d87d6dc1078fe0ebee,$5 for Trees for the Future; $5 for myself,No,No,Yes,Yes,No,"Yes, heated",Yes,Yes,Yes,Yes,,,,,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes ,No ,No ,No ,,No ,Yes ,No ,Yes,No,Yes,No,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Disagree,25-34,Female,,Black or African American,,Some College,Suburban,"Less than $25,000","Yes, younger than 18",Biden/Harris,Liberal,5e9389d87d6dc1078fe0ebee
5/2/2023 15:09,5/2/2023 15:26,IP Address,100,1033,TRUE,5/2/2023 15:26,R_1JJkN39R6YHdPCc,,,,,anonymous,EN,0.899999976,Yes,5d1c5337c2ccf4001a9fec2f,$0 for Trees for the Future; $10 for myself,Yes,No,No,Yes,No,"Yes, heated",No,No,No,Yes,,,,,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No ,No ,No ,No ,,Yes ,No ,No ,No,No,Yes,No,No,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,25-34,Female,,White or Caucasian,,Some College,Suburban,"$50,000 - $100,000",No,Other,Liberal,5d1c5337c2ccf4001a9fec2f
