StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1.1,Q2.1,Q4.1_1,Q4.1_2,Q4.1_3,Q4.1_4,Q4.1_5,Q5.1,Q5.2_1,Q5.2_2,Q5.2_3,Q5.2_4,Q5.3_1,Q5.3_2,Q5.3_3,Q5.3_4,Q5.4_1,Q5.4_2,Q5.4_3,Q5.4_4,Q6.1_1,Q6.1_2,Q6.1_3,Q6.1_4,Q6.1_5,Q6.1_6,Q6.1_7,Q6.1_8,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.1_5,Q7.1_6,Q7.2_1,Q7.2_2,Q7.2_3,Q7.2_4,Q7.2_5,Q7.3_1,Q7.3_2,Q7.3_3,Q7.3_4,Q7.3_5,Q8.1_1,Q8.1_2,Q8.1_3,Q8.1_4,Q8.1_5,Q8.1_6,Q8.1_7,Q8.2_1,Q8.2_2,Q8.2_3,Q8.2_4,Q8.2_5,Q8.2_6,Q8.2_7,Q8.2_8,Q8.2_9,Q8.2_10,Q8.2_11,Q8.2_12,Q8.2_13,Q8.2_14,Q8.3_1,Q8.3_2,Q8.3_3,Q8.3_4,Q8.3_5,Q8.3_6,Q8.3_7,Q8.3_8,Q8.3_9,Q8.4_1,Q8.4_2,Q8.4_3,Q8.4_4,Q8.4_5,Q8.4_6,Q8.4_7,Q8.4_8,Q8.4_9,Q8.4_10,Q8.4_11,Q8.4_12,Q9.1_1,Q9.1_2,Q9.1_3,Q9.1_4,Q9.1_5,Q9.1_6,Q9.1_7,Q9.1_8,Q10.1_1,Q10.1_2,Q10.1_3,Q10.1_4,Q10.1_5,Q11.1,Q11.2,Q13.2,Q13.3,Q13.4,Q13.5,Q13.6,Q14.1,Q14.2,Q14.2_8_TEXT,Q14.3,Q14.3_7_TEXT,Q14.4,Q14.5,Q14.5_8_TEXT,Q14.6,Q14.7,Q14.8_1,Q14.9,Q14.10,Q15.1,Q15.2,Q15.4,Q15.5,Q15.6,Q16.2,Q16.3,Q16.4,Q16.5,Q16.6,Q18.2,Q18.3,Q18.4,Q18.5,Q18.6,Q18.7,Q19.2,Q19.3,Q19.4,Q19.5,Q19.6,Q20.2,Q20.3,Q20.4,Q20.5,Q20.6,Q20.7
5/19/2023 21:38,5/19/2023 21:51,IP Address,100,763,TRUE,5/19/2023 21:51,R_Ol2ylvOkZwVbK1j,NA,NA,NA,NA,anonymous,EN,0.899999976,Yes,1607,No,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,NA,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,NA,Yes,No,No,No,Yes,No,No,No,No,No,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Yes,"Wildfire,Drought,Heat wave",NA,"Experienced heavy smoke from wildfires,High levels of anxiety or stress",NA,3,Wildfire,NA,2020,September,6,NA,NA,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Agree,Agree,Agree
5/19/2023 21:23,5/19/2023 21:52,IP Address,100,1732,TRUE,5/19/2023 21:52,R_2VI6vIWWMNENqsY,NA,NA,NA,NA,anonymous,EN,1,Yes,1301,No,No,Yes,Yes,No,"Yes, cooled",NA,NA,NA,NA,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,NA,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,NA,Yes,No,No,No,Yes,No,No,No,No,No,Agree,Agree,Disagree,Somewhat agree,Agree,Yes,"Drought,Heat wave,Flood,Winter storm or blizzard,Other",bombogenesis,"Experienced property damage,Sheltered in place,Canceled plans to travel,Other",no power of running water for an extended period,4,Other,bombogenesis,2018,August,5,"$1,000 to $5,000",$0,Yes,Yes,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Agree,Disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Disagree,Agree,Somewhat agree,Somewhat agree
5/19/2023 21:45,5/19/2023 21:56,IP Address,100,613,TRUE,5/19/2023 21:56,R_yJDA0WkabCbw27n,NA,NA,NA,NA,anonymous,EN,1,Yes,1161,No,No,No,Yes,No,"Yes, cooled",NA,NA,NA,NA,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,NA,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,NA,No,No,No,Yes,No,Yes,No,No,No,No,Somewhat agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Yes,"Drought,Heat wave,Winter storm or blizzard",NA,Experienced property damage,NA,1,Tornado,NA,2022,May,5,"$5,000 to $10,000","$5,000 to $10,000",Yes,Yes,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Neither agree nor disagree
5/19/2023 21:46,5/19/2023 21:56,IP Address,100,579,TRUE,5/19/2023 21:56,R_3O327abX6uPM2vZ,NA,NA,NA,NA,anonymous,EN,1,Yes,672,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,NA,Yes,No,No,No,No,No,No,No,No,No,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Yes,"Heat wave,Winter storm or blizzard",NA,Sheltered in place,NA,2,Winter storm or blizzard,NA,2022,December,2,$0,$0,Yes,Yes,Neither agree nor disagree,Agree,Agree,Disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat agree,Agree
5/19/2023 21:48,5/19/2023 21:57,IP Address,100,531,TRUE,5/19/2023 21:57,R_1IymJDoqyOg2tVb,NA,NA,NA,NA,anonymous,EN,1,Yes,1242,No,No,No,No,No,"Yes, cooled",NA,NA,NA,NA,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,NA,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,NA,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Somewhat agree,Somewhat agree,Somewhat agree,NA,NA,NA,NA,NA,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Agree,Somewhat agree,Somewhat agree
5/19/2023 21:37,5/19/2023 21:57,IP Address,100,1235,TRUE,5/19/2023 21:57,R_R3NkYFyyo2sL6i5,NA,NA,NA,NA,anonymous,EN,1,Yes,1062,No,No,No,Yes,No,"Yes, cooled",NA,NA,NA,NA,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,NA,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,NA,NA,No,No,No,Yes,Yes,No,No,Yes,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,Disagree,Yes,Drought,NA,No significant impacts,NA,1,Drought,NA,2020,August,3,$0,NA,Yes,Yes,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Neither agree nor disagree,Disagree,Agree,Strongly agree,Strongly agree
5/19/2023 21:47,5/19/2023 21:57,IP Address,100,631,TRUE,5/19/2023 21:57,R_BJST33rDmiw7Uxr,NA,NA,NA,NA,anonymous,EN,1,Yes,1287,Yes,No,No,No,No,"Yes, both",Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,NA,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,NA,Yes,No,No,No,Yes,Yes,No,No,No,No,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Neither agree nor disagree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Somewhat agree,Agree,Somewhat agree,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Agree,Agree,Disagree,Somewhat agree,Agree,Strongly disagree,Agree,Neither agree nor disagree,Strongly agree,Agree,Disagree,Somewhat disagree,Agree,Somewhat agree,Neither agree nor disagree
5/19/2023 21:46,5/19/2023 21:57,IP Address,100,687,TRUE,5/19/2023 21:57,R_2y7nBnpePPcDWh3,NA,NA,NA,NA,anonymous,EN,1,Yes,633,No,No,No,Yes,No,"Yes, cooled",NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,NA,No,No,No,No,No,Yes,No,No,Yes,Yes,Strongly agree,Strongly agree,Somewhat agree,Agree,Agree,Yes,"Wildfire,Heat wave",NA,"Experienced property damage,Evacuated,Experienced heavy smoke from wildfires",NA,4,Wildfire,NA,2021,September,4,"$1,000 to $5,000","$1,000 to $5,000",Yes,Yes,Agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Agree,Agree,Agree,Agree,Disagree,Somewhat agree,Strongly agree,Disagree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat agree,Agree
5/19/2023 21:51,5/19/2023 22:00,IP Address,100,550,TRUE,5/19/2023 22:00,R_staCNZNuK4INhVT,NA,NA,NA,NA,anonymous,EN,1,Yes,1492,Yes,Yes,Yes,Yes,No,"Yes, cooled",NA,NA,NA,NA,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,NA,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,NA,Yes,No,No,No,Yes,No,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Yes,"Heat wave,Winter storm or blizzard",NA,Experienced heavy smoke from wildfires,NA,3,Wildfire,NA,2020,September,7,NA,NA,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree,Somewhat disagree,Agree,Strongly agree,Strongly agree
5/19/2023 21:51,5/19/2023 22:01,IP Address,100,579,TRUE,5/19/2023 22:01,R_3KW1PtGOA2Qry93,NA,NA,NA,NA,anonymous,EN,1,Yes,1212,Yes,No,No,Yes,No,"Yes, cooled",NA,NA,NA,NA,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,NA,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,NA,Yes,No,Yes,No,No,No,No,No,No,No,Agree,Agree,Agree,Agree,Agree,Yes,"Hurricane,Flood",NA,"Experienced property damage,Evacuated,Sheltered in place,Friends or family were affected",NA,3,Hurricane,NA,2021,August,6,"$500 to $1,000","$500 to $1,000",Yes,Yes,Agree,Agree,Agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat agree
5/19/2023 21:45,5/19/2023 22:04,IP Address,100,1145,TRUE,5/19/2023 22:04,R_3QPh5HhNTflZEV5,NA,NA,NA,NA,anonymous,EN,1,Yes,1542,No,No,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Disagree,Disagree,Disagree,Disagree,Disagree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Somewhat agree,Neither agree nor disagree,Somewhat agree,NA,NA,NA,NA,NA,Disagree,Disagree,Neither agree nor disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree
5/19/2023 21:54,5/19/2023 22:05,IP Address,100,646,TRUE,5/19/2023 22:05,R_PIIWEboVizzFxeh,NA,NA,NA,NA,anonymous,EN,0.899999976,Yes,1430,No,No,No,Yes,Yes,"Yes, cooled",NA,NA,NA,NA,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,NA,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,NA,Yes,No,No,No,Yes,Yes,No,No,No,No,Agree,Agree,Somewhat disagree,Agree,Somewhat agree,Yes,"Drought,Heat wave",NA,"Sheltered in place,Experienced heavy smoke from wildfires,High levels of anxiety or stress,Canceled plans to travel",NA,3,Wildfire,NA,2022,July,7,$0,$0,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat agree,Agree,Strongly disagree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Agree,Neither agree nor disagree,Agree
5/19/2023 21:44,5/19/2023 22:05,IP Address,100,1282,TRUE,5/19/2023 22:05,R_3Deh3qiCF3Dz1FX,NA,NA,NA,NA,anonymous,EN,1,Yes,873,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,NA,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,NA,Yes,No,Yes,No,Yes,No,No,No,No,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Yes,Winter storm or blizzard,NA,"Experienced property damage,Canceled plans to travel,Friends or family were affected",NA,2,Winter storm or blizzard,NA,2020,December,4,NA,NA,Yes,Yes,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Disagree,Strongly disagree,Agree,Somewhat agree,Somewhat disagree
5/19/2023 21:59,5/19/2023 22:09,IP Address,100,558,TRUE,5/19/2023 22:09,R_2zFT9TQ1TY7u7RG,NA,NA,NA,NA,anonymous,EN,1,Yes,1321,No,No,No,Yes,No,"Yes, cooled",NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,NA,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,NA,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Yes,"Wildfire,Drought,Heat wave",NA,"Experienced property damage,Experienced heavy smoke from wildfires",NA,3,Heat wave,NA,2022,August,4,"$1,000 to $5,000","$1,000 to $5,000",Yes,Yes,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Somewhat agree,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Agree,Neither agree nor disagree,Agree
5/19/2023 21:59,5/19/2023 22:11,IP Address,100,694,TRUE,5/19/2023 22:11,R_1fdyMv9Z7RpVu2h,NA,NA,NA,NA,anonymous,EN,1,Yes,1518,No,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,NA,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,NA,Yes,No,No,No,Yes,No,No,No,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Yes,"Drought,Heat wave,Winter storm or blizzard",NA,"Experienced property damage,Experienced heavy smoke from wildfires,Friends or family were affected",NA,3,Winter storm or blizzard,NA,2023,February,6,Less than $500,Less than $500,Yes,Yes,Agree,Agree,Agree,Somewhat agree,Agree,Disagree,Agree,Disagree,Somewhat agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree
5/19/2023 22:05,5/19/2023 22:12,IP Address,100,422,TRUE,5/19/2023 22:12,R_3oNmz9lJAZQBT7N,NA,NA,NA,NA,anonymous,EN,1,Yes,1440,No,No,No,Yes,No,"Yes, both",No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,NA,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,NA,No,No,No,No,Yes,Yes,No,No,No,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,NA,NA,NA,NA,NA,Strongly disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Agree,Somewhat agree,Neither agree nor disagree
5/19/2023 22:04,5/19/2023 22:12,IP Address,100,465,TRUE,5/19/2023 22:12,R_31EOUDfIjBjDeZS,NA,NA,NA,NA,anonymous,EN,1,Yes,1137,No,No,No,Yes,No,"Yes, heated",Yes,No,No,No,NA,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,NA,Yes,No,No,No,Yes,No,No,No,No,No,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Yes,Heat wave,NA,No significant impacts,NA,0,Heat wave,NA,2022,July,1,$0,$0,Yes,Yes,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Agree,Disagree,Disagree,Disagree,Agree,Somewhat agree,Agree
5/19/2023 22:06,5/19/2023 22:13,IP Address,100,405,TRUE,5/19/2023 22:13,R_2PBj5nERwzScyx1,NA,NA,NA,NA,anonymous,EN,1,Yes,1055,Yes,Yes,No,No,No,"Yes, both",Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,NA,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,NA,Yes,No,No,Yes,No,Yes,No,No,No,No,Disagree,Disagree,Disagree,Disagree,Agree,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Somewhat agree,Agree,Agree,NA,NA,NA,NA,NA,Disagree,Somewhat disagree,Somewhat agree,Agree,Neither agree nor disagree,Disagree,Somewhat agree,Disagree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Strongly disagree,Agree,Neither agree nor disagree,Neither agree nor disagree
5/19/2023 21:59,5/19/2023 22:14,IP Address,100,895,TRUE,5/19/2023 22:14,R_2ZDndJ2TAnTzgjD,NA,NA,NA,NA,anonymous,EN,1,Yes,1001,Yes,No,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,NA,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,NA,Yes,No,No,No,Yes,No,No,No,No,No,Disagree,Disagree,Disagree,Disagree,Disagree,Yes,Drought,NA,No significant impacts,NA,0,Drought,NA,2022,August,0,$0,$0,Yes,Yes,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Disagree,Disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Strongly disagree,Agree,Somewhat agree,Agree
