StartDate,EndDate,Status,Progress,duration,Finished,RecordedDate,Q_RecaptchaScore,consent,prolificID,eweExpGen1,eweExpGen2,eweExpGen3,eweExpGen4,eweExpGen5,eweExpSpec,eweWhatTypes,eweWhatTypesText,eweAffectedHow,eweAffectedHowText,eweHowMany,eweSigType,eweSigTypeText,eweSigYear,eweSigMonth,eweSigSeverity,eweSigCostPreIns,eweSigCostPostIns,attributionGen1,attributionGen2,attributionGen3,attributionGen4,attributionGen5,attributionSpec1,attributionSpec2,attributionSpec3,attributionSpec4,attributionSpec5,psychDist1,psychDist2,psychDist3,psychDist4,psychDist5,worry1,worry2,worry3,worry4,worry5,socialNorms1,socialNorms2,socialNorms3,socialNorms4,socialNorms5,waterWashingNotFull_r,waterDishNotFull_r,waterShowerStop_,waterTeethStop_,waterLawn_r,homeClothesCold_,homeClothesHang_,homeClothesDryer_r,homeLightsOff_,socialCritical_r,socialSupportive_,socialReduceImpact_,socialOutside_,socialDocumentary_,socialRead_,socialGroup_,socialConversation_,foodOrganicVeg_,foodLocal_,foodGarden_,foodOwnLunch_,foodForage_,foodRefrainedDistance_,foodMeat_r,foodBeef_r,foodLunchNoMeat_,foodDinnerNoMeat_,foodMeatEveryDay_r,foodCowMilk_r,foodTofu_,foodNonDairyMilk_,foodOatMilk_,foodVegan_,packDisposableWaterAway_r,packDisposableWaterHome_r,packTapWaterHome_,packNonWaterDisposable_r,packReusableBottle_,packReusableMug_,packDisposableCoffee_r,packDeclineBag_,packReusableBag_,packDisposableBag_r,packContainerToRestaurant_,packCarriedUtensils_,packDisposablePlate_r,packRags_,packReusableNapkin_,packZiploc_r,packPaperTowel_r,packReducedPlastic_,packGlassAlumOverPlastic_,packAlumOverGlass_,packRecycledContainer_,packRecycledPaper_,packPickUpRecycle_,packCompost_,packCarriedTrash_,packPickedUpLitter_,packThrownAwayRecycling_r,packPullRecycleFromTrash_,packDilutedSoap_,packGaveNotThrown_,packRepaired_,packReusedPaperPlasticBags_,purchThrownAwayEarly_r,foodThrownBadFood_r,foodThrownGoodFood_r,packReusedSingleUse_,purchBoughtSecondHand_,packGaveToFriend_,purchBuyNothing_,purchSlowShipping_,transWalk_,transBike_,transPublic_,transCarpool_,transDrivenAlone_r,transTaxiAlone_r,transTirePressure_,fashFast_r,purchOnlyNecessities_,fashPutAside_,fashShoppedSecondHand_,purchTriedSecondHand_,p.fit,p.df,p.outfitMSQ,p.infitMSQ,p.outfitZ,p.infitZ,rebl_score,rebl_score_link_sl
2023-05-20,2023-05-20,IP Address,100,817,True,2023-05-20T06:31:16Z,0.800000011920929,Yes,55b249bdfdf99b28e3c14b05,5,5,0,3,5,1,Tornado,NA,No significant impacts,NA,1,Tornado,NA,2020,April,4,$0,$0,1,1,6,6,6,6,6,3,6,0,0,0,6,5,0,0,6,4,5,5,6,4,0,5,4,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9.00640138392904,24,0.37526672433037667,0.657565584516491,-0.5153448938010063,-1.0353991594218266,-1.8288507422997355,-1.8126109363613376
2023-05-19,2023-05-19,IP Address,100,729,True,2023-05-19T20:07:46Z,1,Yes,55b47001fdf99b615b12d66c,4,4,4,4,4,1,"Wildfire,Drought,Heat wave,Flood",NA,"Experienced property damage,Experienced heavy smoke from wildfires",NA,3,Drought,NA,2022,August,4,Less than $500,Less than $500,1,1,5,5,5,5,5,1,5,1,5,5,5,1,4,5,1,5,5,5,3,2,2,2,4,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,13.484189210481203,24,0.5618412171033834,0.8036257221345403,-0.6887296024237315,-0.6911933517603182,0.3867746456637184,0.3852894484984087
2023-05-24,2023-05-24,IP Address,100,1107,True,2023-05-24T10:58:17Z,1,Yes,55bfa58afdf99b339da508c2,4,4,4,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,5,NA,NA,NA,NA,NA,1,3,4,3,2,4,2,5,5,5,3,3,1,4,5,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,29.75500217101353,24,1.2397917571255637,1.221991012015445,0.5550114810667051,0.7223598768301779,-1.8288507422997355,-1.8126109363613376
2023-05-02,2023-05-02,IP Address,100,1208,True,2023-05-02T13:35:04Z,0.8999999761581421,Yes,55c4fc3dfdf99b559867a416,NA,NA,NA,NA,NA,1,"Drought,Heat wave",NA,No significant impacts,NA,0,Heat wave,NA,2022,June,2,NA,NA,1,1,NA,NA,NA,2,6,0,4,0,5,6,6,0,5,6,0,6,5,4,2,5,0,4,6,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,33.96918944349712,24,1.4153828934790467,1.2842128134797408,0.7443411861349389,1.1216915147101456,0.9545357391791159,0.948508453265683
2023-05-19,2023-05-19,IP Address,100,638,True,2023-05-19T20:51:07Z,0.8999999761581421,Yes,55c6bd08fdf99b7ba403d54f,1,1,0,1,2,1,"Tornado,Winter storm or blizzard",NA,Sheltered in place,NA,2,Winter storm or blizzard,NA,2022,January,1,$0,$0,0,0,2,3,2,0,1,5,0,5,0,0,0,5,0,0,5,1,0,1,5,0,0,4,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,8.33822376627668,24,0.3474259902615284,0.5533170368963105,-1.234543019462043,-1.6294196158220848,-0.8020396565512473,-0.7940143392988374
2023-05-20,2023-05-20,IP Address,100,510,True,2023-05-20T13:16:23Z,1,Yes,55cce6ea34e90600058d1e6d,5,5,3,5,5,1,"Wildfire,Drought,Heat wave,Flood,Winter storm or blizzard",NA,"Experienced property damage,Sheltered in place,Experienced heavy smoke from wildfires,High levels of anxiety or stress,Friends or family were affected",NA,NA,Winter storm or blizzard,NA,2022,November,3,"$10,000 to $50,000","$500 to $1,000",1,1,4,4,5,3,4,3,3,2,4,5,5,1,5,5,1,5,5,5,5,2,1,5,5,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,16.031825530148343,24,0.6679927304228476,0.8235575757974521,-0.47881155166766676,-0.5270637279730035,-0.4916172289565468,-0.4860752911248944
2023-05-20,2023-05-20,IP Address,100,583,True,2023-05-20T13:54:41Z,1,Yes,55d1955dcc2b1800102be8e3,2,4,0,0,0,1,Winter storm or blizzard,NA,"High levels of anxiety or stress,Canceled plans to travel",NA,4,Winter storm or blizzard,NA,2019,January,5,$0,$0,0,0,2,3,3,0,0,6,0,6,0,0,0,5,0,2,4,3,1,1,5,2,1,4,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,20.680126686704877,24,0.8616719452793699,1.2085942626153714,0.02854862837075789,0.7159800131626294,-1.1259183452953863,-1.1153019985330233
2023-05-20,2023-05-20,IP Address,100,453,True,2023-05-20T06:00:45Z,0.8999999761581421,Yes,55d7e6f669dbc30012b6826e,2,2,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,4,NA,NA,NA,NA,NA,3,3,4,2,2,4,2,4,3,5,2,3,2,4,5,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,21.754742475699164,24,0.9064476031541319,1.1423758961582027,0.017738849196030082,0.5539260523360767,-0.4916172289565468,-0.4860752911248944
2023-05-19,2023-05-19,IP Address,100,661,True,2023-05-19T19:54:19Z,0.8999999761581421,Yes,55d8389069dbc30005b67b57,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,5,4,NA,NA,NA,NA,NA,0,0,0,4,0,0,3,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,6.970773346600885,24,0.29044888944170355,0.9718732995533377,0.48990306526025246,0.1102629968924314,-3.745038660164162,-3.7134693508828485
2023-05-23,2023-05-23,IP Address,100,1011,True,2023-05-23T23:49:29Z,0.8999999761581421,Yes,55ea70c37480920010aa9982,5,5,1,2,5,1,"Tropical storm,Tornado",NA,"Experienced property damage,Sheltered in place,Friends or family were affected",NA,2,Tornado,NA,2022,September,3,Less than $500,Less than $500,1,1,3,2,4,0,0,5,1,4,0,1,1,5,1,1,3,2,1,1,4,1,0,4,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,11.508478750545319,24,0.4795199479393883,0.8545984792795193,-0.32910902233493194,-0.3360226050530063,-1.8288507422997355,-1.8126109363613376
2023-05-19,2023-05-19,IP Address,100,835,True,2023-05-19T21:18:34Z,1,Yes,5610c4ea7ffc8a0005811504,4,4,3,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,5,NA,NA,NA,NA,NA,4,4,4,1,4,5,1,5,4,4,3,4,3,4,2,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,12.891940741631267,24,0.5371641975679694,0.6655704833706421,-0.7014443909744011,-1.1248314012909237,-0.8020396565512473,-0.7940143392988374
2023-05-24,2023-05-24,IP Address,100,401,True,2023-05-24T08:05:14Z,1,Yes,56228c48ed6e5a0005c7fdd6,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,NA,NA,NA,NA,NA,0,0,0,5,0,0,5,0,1,1,4,0,0,3,2,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,10.05186478255749,24,0.4188276992732287,0.7087600496569427,-0.6394015941730178,-0.8685589452746358,-1.4667139455469609,-1.4533712339825853
2023-05-23,2023-05-23,IP Address,100,453,True,2023-05-23T17:15:06Z,0.8999999761581421,Yes,5622e4dced6e5a0005c80078,2,2,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,6,NA,NA,NA,NA,NA,1,4,5,1,2,2,1,6,6,5,2,1,1,3,4,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,119.48678533536415,24,4.978616055640173,1.723027410995573,3.7829588534871292,2.300109383376709,0.3867746456637184,0.3852894484984087
2023-05-19,2023-05-19,IP Address,100,692,True,2023-05-19T20:33:09Z,1,Yes,562e4469733ea00005163785,5,5,2,4,6,1,"Hurricane,Tropical storm,Wildfire,Drought,Flood",NA,"Evacuated,Experienced heavy smoke from wildfires",NA,5 or more,Wildfire,NA,2021,July,4,$0,$0,1,1,4,5,5,3,4,2,4,2,4,5,5,0,4,5,0,4,4,5,2,1,1,4,5,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,46.060184175751544,24,1.9191743406563144,1.4559677039219894,1.3835110434584983,1.3944203805127628,-0.8020396565512473,-0.7940143392988374
2023-05-19,2023-05-19,IP Address,100,583,True,2023-05-19T20:28:05Z,1,Yes,56492ba96902220005c4a768,1,1,0,1,1,1,"Wildfire,Heat wave,Winter storm or blizzard",NA,"Made plans to evacuate, but did not have to follow through,Canceled plans to travel",NA,2,Wildfire,NA,2019,November,1,NA,NA,1,1,5,5,6,2,4,2,1,2,3,4,4,2,3,5,1,6,5,5,5,3,2,5,4,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,11.96008126554773,24,0.4983367193978221,0.7946623879772166,-0.4772853525244181,-0.5555051564582907,-1.4667139455469609,-1.4533712339825853
2023-05-19,2023-05-19,IP Address,100,632,True,2023-05-19T21:15:38Z,1,Yes,56494d5b6902220012c4acb7,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,6,0,0,6,0,0,0,3,0,0,3,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,11.003906279218901,24,0.4584960949674542,0.7598656262721576,-0.556173241881319,-0.6794566761746237,-1.4667139455469609,-1.4533712339825853
