StartDate,EndDate,Status,Progress,duration,Finished,RecordedDate,Q_RecaptchaScore,consent,prolificID,enviroID4,efficacy5,efficacy6,ccBelief1,ccBelief2,ccBelief3,ccBelief4,ccBelief5,age,gender,genderOther,race,raceOther,education,rurality,income,children,election,politics,BIPOC,dictatorGame,waterWashingNotFull_r,waterDishNotFull_r,waterShowerStop_,waterTeethStop_,waterLawn_r,homeClothesCold_,homeClothesHang_,homeClothesDryer_r,homeLightsOff_,socialCritical_r,socialSupportive_,socialReduceImpact_,socialOutside_,socialDocumentary_,socialRead_,socialGroup_,socialConversation_,foodOrganicVeg_,foodLocal_,foodGarden_,foodOwnLunch_,foodForage_,foodRefrainedDistance_,foodMeat_r,foodBeef_r,foodLunchNoMeat_,foodDinnerNoMeat_,foodMeatEveryDay_r,foodCowMilk_r,foodTofu_,foodNonDairyMilk_,foodOatMilk_,foodVegan_,packDisposableWaterAway_r,packDisposableWaterHome_r,packTapWaterHome_,packNonWaterDisposable_r,packReusableBottle_,packReusableMug_,packDisposableCoffee_r,packDeclineBag_,packReusableBag_,packDisposableBag_r,packContainerToRestaurant_,packCarriedUtensils_,packDisposablePlate_r,packRags_,packReusableNapkin_,packZiploc_r,packPaperTowel_r,packReducedPlastic_,packGlassAlumOverPlastic_,packAlumOverGlass_,packRecycledContainer_,packRecycledPaper_,packPickUpRecycle_,packCompost_,packCarriedTrash_,packPickedUpLitter_,packThrownAwayRecycling_r,packPullRecycleFromTrash_,packDilutedSoap_,packGaveNotThrown_,packRepaired_,packReusedPaperPlasticBags_,purchThrownAwayEarly_r,foodThrownBadFood_r,foodThrownGoodFood_r,packReusedSingleUse_,purchBoughtSecondHand_,packGaveToFriend_,purchBuyNothing_,purchSlowShipping_,transWalk_,transBike_,transPublic_,transCarpool_,transDrivenAlone_r,transTaxiAlone_r,transTirePressure_,fashFast_r,purchOnlyNecessities_,fashPutAside_,fashShoppedSecondHand_,purchTriedSecondHand_,enviroID1,enviroID2,enviroID3,greenGlow1,greenGlow2,greenGlow3,greenGlow4,efficacy1,efficacy2,efficacy3,efficacy4,p.fit,p.df,p.outfitMSQ,p.infitMSQ,p.outfitZ,p.infitZ,rebl_score
2023-05-02,2023-05-02,IP Address,100,746,True,2023-05-02T16:53:29Z,1,Yes,55abb1a5fdf99b501fab62e3,4,4,5,6,6,6,1,0,75,0,NA,white,NA,1,Urban,75000,0,Biden/Harris,Liberal,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,4,4,4,5,5,5,4,5,5,4,5,7.391194228162668,24,0.3079664261734445,0.4925292904405641,-1.2055034286814714,-1.860425680848256,-1.1201557733414802
2023-05-02,2023-05-02,IP Address,100,598,True,2023-05-02T15:20:26Z,0.800000011920929,Yes,55b249bdfdf99b28e3c14b05,4,6,6,3,3,5,3,5,39.5,1,NA,black,NA,0,Suburban,37500,1,Biden/Harris,Very liberal,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,5,5,6,6,6,0,6,6,6,6,6.454337478711266,24,0.2689307282796361,0.5420107491971262,-0.5274119593838418,-1.50148394859315,-2.201377483475753
2023-05-02,2023-05-02,IP Address,100,424,True,2023-05-02T15:56:57Z,1,Yes,55b47001fdf99b615b12d66c,4,4,4,5,5,5,4,1,39.5,0,NA,white,NA,1,Suburban,75000,1,Biden/Harris,Somewhat liberal,0,5,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,4,4,4,4,4,4,4,4,4,4,4,11.75905229931714,24,0.48996051247154754,0.7013009706592334,-1.034788632752257,-1.070740714451594,-0.19480938115299828
2023-05-02,2023-05-02,IP Address,100,741,True,2023-05-02T16:38:19Z,1,Yes,55b6e53bfdf99b438f10e3bb,6,3,4,6,6,6,6,3,49.5,0,NA,asian,NA,0,Suburban,37500,0,Biden/Harris,Somewhat liberal,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6.979308724573646,24,0.29080453019056857,0.5643339390816929,-0.1044012046436874,-1.4358279456438683,2.5423379182776014
2023-05-02,2023-05-02,IP Address,100,542,True,2023-05-02T16:13:27Z,0.8999999761581421,Yes,55bfa58afdf99b339da508c2,3,5,5,5,5,4,4,2,59.5,1,NA,white,NA,0,Suburban,12500,2,Biden/Harris,Somewhat liberal,0,2,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,3,4,4,4,4,4,4,5,5,4,5,27.816747744963386,24,1.1590311560401412,1.1321491687886425,0.45238787210783016,0.5130389939478974,-0.7993243569416129
2023-05-02,2023-05-02,IP Address,100,500,True,2023-05-02T15:37:06Z,1,Yes,55c6bd08fdf99b7ba403d54f,4,1,5,0,1,0,0,6,49.5,0,NA,white,NA,1,Suburban,12500,0,Trump/Pence,Conservative,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,3,5,4,4,4,2,1,4,5,8.531162579308143,24,0.3554651074711726,0.5848868055813463,-0.5988033924828631,-1.3383061631951694,-1.8159759789224368
2023-05-02,2023-05-02,IP Address,100,344,True,2023-05-02T15:31:05Z,0.8999999761581421,Yes,55cce6ea34e90600058d1e6d,5,4,5,5,5,5,5,3,29.5,1,NA,asian,NA,1,Urban,37500,0,Biden/Harris,Somewhat liberal,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,4,3,3,4,4,4,5,4,4,4,5,13.773575915072342,24,0.5738989964613476,0.7494629315307381,-0.7909038735244039,-0.8627660341695607,-0.19480938115299828
2023-05-02,2023-05-02,IP Address,100,404,True,2023-05-02T16:01:56Z,1,Yes,55d1955dcc2b1800102be8e3,3,4,5,4,3,4,0,6,49.5,0,NA,white,NA,0,Rural,75000,1,Trump/Pence,Very conservative,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,2,3,6,4,5,4,5,4,2,5,192.72406526849474,24,8.03016938618728,1.298342163980943,2.5630210215728915,0.8907270461190745,-2.624830169959419
2023-05-02,2023-05-02,IP Address,100,518,True,2023-05-02T15:35:54Z,1,Yes,55d7e6f669dbc30012b6826e,5,3,5,4,6,5,4,2,69.5,1,NA,white,NA,0,Urban,12500,2,Biden/Harris,Somewhat liberal,0,5,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,5,4,4,5,5,5,5,4,2,3,4,17.913623348644716,24,0.7464009728601965,0.9547997187380323,-0.3288829682664014,-0.05487238535324192,-0.49183242215318507
2023-05-02,2023-05-02,IP Address,100,661,True,2023-05-02T16:25:17Z,1,Yes,55d8389069dbc30005b67b57,0,4,5,5,6,6,2,0,49.5,1,NA,black,NA,0,Suburban,37500,0,Biden/Harris,Somewhat liberal,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,4,4,4,4,0,3,1,0,4,7.959032673662774,24,0.3316263614026156,1.0332870263113623,0.46673296447229745,0.23200694294727842,-3.7059794834995996
2023-05-02,2023-05-02,IP Address,100,2373,True,2023-05-02T17:10:06Z,0.8999999761581421,Yes,55ea70c37480920010aa9982,0,4,4,2,4,4,1,4,39.5,0,NA,black,NA,0,Suburban,37500,0,Trump/Pence,Conservative,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,2,1,2,2,1,3,1,2,2,7.39119420971952,24,0.30796642540498,0.49252928893906917,-1.2055034311590884,-1.8604256883564991,-1.1201557733414802
2023-05-02,2023-05-02,IP Address,100,517,True,2023-05-02T15:45:56Z,0.8999999761581421,Yes,5610c4ea7ffc8a0005811504,4,4,5,4,5,4,4,2,39.5,1,NA,white,NA,0,Rural,37500,0,I did not vote in the last election,Liberal,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,3,3,3,4,4,4,5,3,4,4,5,18.54055791649096,24,0.7725232465204567,0.8909954564394276,-0.13690721659971525,-0.24622489192475627,-1.1201557733414802
2023-05-02,2023-05-02,IP Address,100,681,True,2023-05-02T14:51:10Z,0.800000011920929,Yes,561ddffa3d7fe8000d0f5ff3,6,5,5,6,6,6,4,3,29.5,1,NA,two_or_more,NA,0,Suburban,37500,0,I did not vote in the last election,Moderate,1,5,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,6,4,6,6,4,6,6,4,5,6,63.40014996341061,24,2.641672915142109,1.9720605112708458,2.1203653876514594,2.5688041199476452,-0.7993243569416129
2023-05-02,2023-05-02,IP Address,100,384,True,2023-05-02T16:16:44Z,1,Yes,56228c48ed6e5a0005c7fdd6,1,4,3,1,3,1,0,5,39.5,0,NA,white,NA,1,Urban,75000,0,Trump/Pence,Conservative,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,0,1,0,0,1,2,1,3,13.34541681157701,24,0.5560590338157088,0.928246006241592,-0.24057230218860398,-0.10447705273329659,-1.8159759789224368
2023-05-02,2023-05-02,IP Address,100,1347,True,2023-05-02T15:53:38Z,0.8999999761581421,Yes,5622e4dced6e5a0005c80078,5,4,2,5,6,6,5,0,49.5,1,NA,white,NA,1,Urban,37500,0,Biden/Harris,Very liberal,0,5,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,5,4,5,5,5,5,5,4,2,4,4,91.86043415850486,24,3.8275180899377026,0.9728209954525874,2.9040035960899875,-0.021671424822758537,0.659949630485404
2023-05-02,2023-05-02,IP Address,100,546,True,2023-05-02T16:05:03Z,1,Yes,562e4469733ea00005163785,4,3,6,6,6,6,3,6,49.5,0,NA,white,NA,1,Suburban,150000,0,I did not vote in the last election,Liberal,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,4,5,5,4,4,5,4,5,3,4,5,26.379478782115488,24,1.099144949254812,1.320949042653296,0.3862138482641236,0.9911542228227551,-1.4576400419390545
2023-05-02,2023-05-02,IP Address,100,502,True,2023-05-02T15:50:06Z,1,Yes,56492ba96902220005c4a768,5,4,4,6,6,6,1,1,29.5,1,NA,white,NA,1,Urban,75000,0,Biden/Harris,Liberal,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,5,5,5,5,5,5,5,4,4,5,4,8.839277626934335,24,0.36830323445559726,0.5935907939171485,-1.022450279568674,-1.3861599466245498,-1.1201557733414802
2023-05-02,2023-05-02,IP Address,100,787,True,2023-05-02T16:15:23Z,0.8999999761581421,Yes,56494d5b6902220012c4acb7,1,3,4,0,0,0,0,3,59.5,1,NA,white,NA,1,Rural,37500,2,Trump/Pence,Very conservative,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,3,3,3,1,3,1,4,2,0,1,14.665078934169125,24,0.6110449555903802,0.8475522268292592,-0.44121599642460685,-0.39499092036189615,-1.1201557733414802
2023-05-02,2023-05-02,IP Address,100,562,True,2023-05-02T16:16:39Z,0.8999999761581421,Yes,5654171504212700054a12ad,6,6,6,4,4,4,3,2,39.5,1,NA,black,NA,0,Suburban,75000,1,I did not vote in the last election,Somewhat conservative,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,6,6,6,6,6,6,6,6,6,4,6,65.3424178230019,24,2.722600742625079,1.6203701110066369,2.361105869101774,1.857739545204129,-0.49183242215318507
2023-05-02,2023-05-02,IP Address,100,671,True,2023-05-02T15:44:47Z,1,Yes,5662218473ac8700058095b1,5,5,6,6,6,6,2,0,59.5,0,NA,white,NA,1,Urban,200000,2,Biden/Harris,Somewhat conservative,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,4,4,4,3,3,3,1,4,4,4,4,25.008423176810293,24,1.0420176323670955,1.3170479710502498,0.2876414847078807,1.0063971878531988,-1.1201557733414802
2023-05-02,2023-05-02,IP Address,100,820,True,2023-05-02T15:05:50Z,1,Yes,5680eeb5c5767f00121ccc0f,5,6,6,5,5,5,1,2,69.5,1,NA,white,NA,1,Suburban,150000,2,Biden/Harris,Liberal,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5,4,5,5,5,5,5,6,6,5,5,16.936274671771088,24,0.7056781113237953,0.9298781349841826,-0.45208308558127486,-0.15471945319618963,-0.19480938115299828
