prolificID,age,gender,gender_other_text,race,race_other_text,education,rurality,income,children,election,politics,BIPOC,foodLocal_,foodLunchNoMeat_,foodMeat_r,foodOatMilk_,foodTofu_,foodVegan_,homeClothesCold_,homeClothesHang_,homeLightsOff_,packCarriedUtensils_,packCompost_,packContainerToRestaurant_,packPickedUpLitter_,packPullRecycleFromTrash_,packRags_,packReusableMug_,packReusedPaperPlasticBags_,purchBuyNothing_,socialDocumentary_,socialGroup_,socialRead_,socialSupportive_,waterShowerStop_,waterTeethStop_,p.fit,p.df,p.outfitMSQ,p.infitMSQ,p.outfitZ,p.infitZ,rebl_score
5af28311c36b060001f7f98d,39.5,1,NA,black,NA,0,Urban,75000,1,Biden/Harris,Very liberal,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.963954899907533,24,0.6651647874961472,1.0839988780358467,0.4653069567898787,0.33656018789016884,-3.118777075742129
5afcdf4796a88e0001ff2b61,21,0,NA,white,NA,0,Suburban,75000,0,I did not vote in the last election,Somewhat liberal,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.88885944977156,24,0.4120358104071484,1.053635231375618,0.2696607130790702,0.265157366043264,-3.118777075742129
5b07b71c68eff50001d1c859,29.5,0,NA,asian,NA,1,Urban,37500,1,Biden/Harris,Somewhat liberal,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,26.008573798987985,24,1.0836905749578327,1.2599821815674819,0.3794486393160842,0.8464681605361424,-1.4608909903463168
5b2eae5577b17f0001c037af,59.5,1,NA,white,NA,0,Rural,37500,2,Trump/Pence,Moderate,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,15.858532160980396,24,0.6607721733741831,0.8076946049134852,-0.1708600408384941,-0.5247389908517944,-1.4608909903463168
5b393581c49ecb00010a6693,21,1,NA,hispanic,NA,0,Rural,37500,0,Other,Liberal,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,50.40868927470757,24,2.1003620531128155,1.6139912351631582,1.2728136602657265,1.702862573202484,-1.4608909903463168
5b4cb885af5c4e00013aa33b,29.5,0,NA,white,NA,1,Urban,12500,0,Biden/Harris,Liberal,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,15.903543653451864,24,0.662647652227161,0.9101395602497594,-0.3888532358277035,-0.20231953727990254,-0.8077443847840139
5b53e95f4bbe600001465c18,39.5,1,NA,white,NA,1,Suburban,75000,1,Biden/Harris,Very liberal,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,11.219649284386533,24,0.46748538684943886,0.8485071067894933,-0.130516830748872,-0.34758871549251685,-2.202518334400096
5b6515e83662a8000158b2aa,39.5,0,NA,white,NA,0,Suburban,12500,0,I did not vote in the last election,Conservative,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.127678421257671,24,0.21365326755240296,0.6813030045393199,0.447326753353154,-0.5350307070004374,-3.7275504345534465
5b8c7161284d9b00019dee13,29.5,1,NA,white,NA,0,Urban,37500,1,I did not vote in the last election,Moderate,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,7.139072499882052,24,0.2974613541617522,0.4850295356988042,-0.8878744043580263,-1.8663930172842278,-1.4608909903463168
5ba176b4f7e29100014449e2,59.5,1,NA,white,NA,1,Urban,75000,2,Biden/Harris,Somewhat conservative,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,16.31620216819644,24,0.679841757008185,0.8279792217321226,-0.1416114477185677,-0.45348623558371287,-1.4608909903463168
5ba4057af0741400010637b9,59.5,1,NA,white,NA,0,Suburban,75000,2,Trump/Pence,Somewhat conservative,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,7.711329676673148,24,0.3213054031947145,0.4716345729751356,-1.4283112713394948,-2.1541475034482556,-0.5026504215891593
5bc8897f462bdb0001a61426,39.5,0,NA,white,NA,0,Suburban,75000,0,Trump/Pence,Conservative,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,11.685104361398942,24,0.48687934839162256,0.6825925638572622,-0.7885390842649791,-1.074133515661965,-0.8077443847840139
5bcd80e232e46700016f76e5,39.5,1,none,white,NA,1,Rural,37500,0,Biden/Harris,Very liberal,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,6.656903354619362,24,0.2773709731091401,0.4544590287960621,-0.9420756148821693,-2.02182740982726,-1.4608909903463168
5bd732dc9760e90001148cd0,29.5,0,NA,white,NA,0,Rural,75000,0,Biden/Harris,Very liberal,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,7.274984843246678,24,0.30312436846861157,0.4840219816057117,-1.1110136981057601,-1.9405595562909916,-1.1259506861145137
5be4af2d8306570001933076,49.5,1,NA,white,NA,1,Suburban,75000,1,Biden/Harris,Moderate,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,14.746254946467825,24,0.6144272894361594,0.8648719130994464,-0.6128286767449996,-0.4286410236758631,0.07977847282187815
5be6e664d86075000145bf44,29.5,0,NA,white,NA,0,Suburban,150000,0,I did not vote in the last election,Very liberal,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,29.33378998596089,24,1.2222412494150372,1.0696137620588173,0.5277907778770521,0.3210270789441126,-1.1259506861145137
5be8d4af25507300010dd4e4,49.5,1,NA,white,NA,1,Suburban,37500,2,Trump/Pence,Moderate,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.539622082001387,24,0.39748425341672444,0.6930224269457613,-0.44222005246807183,-0.9174864192247201,-1.8173707266040662
5bf349126f97050001e6a6e6,69.5,1,NA,white,NA,0,Suburban,75000,2,Biden/Harris,Liberal,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11.340470554667206,24,0.47251960644446694,0.8835595661047787,-0.12378546679591751,-0.2359037241716052,-2.202518334400096
5bf8f34abdd6400001bd5e66,59.5,0,NA,white,NA,1,Suburban,200000,0,Biden/Harris,Very liberal,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,21.022046585256003,24,0.8759186077190001,1.1495156531826267,0.19133405371407874,0.633472865537703,1.5123640103303349
5c0727ff1d461400012b61ee,59.5,1,NA,white,NA,0,Suburban,75000,2,Trump/Pence,Moderate,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,10.3468991747466,24,0.431120798947775,0.7219999869699335,-0.5781034082159007,-0.8396757791503935,-1.4608909903463168
5c10724111fe9a00013cd815,59.5,1,NA,black,NA,0,Urban,12500,2,Trump/Pence,Very conservative,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11.940133410254743,24,0.4975055587606143,0.843466875061142,-0.27368347148996897,-0.38171123026703013,-1.8173707266040662
5c12b0ba17e18d0001e7629e,21,0,NA,black,NA,0,Urban,12500,0,I did not vote in the last election,Moderate,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,22.411602654537933,24,0.9338167772724139,1.0606623674588254,0.2723339541015286,0.2891363040651804,-1.8173707266040662
5c1d9f0415a94b00018d7907,39.5,1,NA,white,NA,0,Urban,75000,2,Biden/Harris,Very liberal,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,21.11352973478131,24,0.8797304056158879,1.0268646434948614,-0.021126225634452434,0.18860016958662584,-0.5026504215891593
5c1fe36a10140800013f8bde,29.5,1,NA,black,NA,1,Suburban,37500,1,I did not vote in the last election,Moderate,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,23.867619861724485,24,0.9944841609051869,1.0842422599845722,0.1847086243059365,0.3761531800772213,-0.5026504215891593
5c281f7170d93a0001211396,29.5,1,NA,black,NA,1,Suburban,200000,0,Biden/Harris,Moderate,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12.993026556357028,24,0.5413761065148762,1.0135248822291056,0.1520181679860953,0.158160716717927,-2.628446982009353
5c3e82e91580e9000122d204,39.5,0,NA,asian,NA,1,Urban,75000,0,Biden/Harris,Moderate,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,16.631494536918204,24,0.6929789390382585,0.996552241320952,-0.4336878988309901,0.08274950359768618,-0.20769850738088053
5c3faea48cb6f5000180c64b,59.5,1,NA,white,NA,0,Urban,75000,0,Trump/Pence,Somewhat conservative,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,7.920433792804523,24,0.33001807470018846,0.5123980657525566,-1.2376015556226359,-1.8638540123988283,-0.8077443847840139
5c42bcb65aca820001f71328,29.5,1,NA,white,NA,0,Urban,37500,0,I did not vote in the last election,Very liberal,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,21.41981957423106,24,0.8924924822596275,1.1662202794674397,-0.01133375763098951,0.6693608176971774,0.07977847282187815
5c52016a3146f80001d47b26,29.5,1,NA,two_or_more,NA,1,Suburban,75000,1,Other,Moderate,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,13.306097431263025,24,0.5544207263026261,0.7160445297403436,-0.7249354851252751,-0.9726134906720357,-0.5026504215891593
5c58d56d53fba80001bd70c0,39.5,1,NA,white,NA,0,Suburban,75000,1,Biden/Harris,Liberal,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,12.127487035305618,24,0.5053119598044008,0.6761492136910741,-0.7425016947421081,-1.1014745648695523,-0.8077443847840139
5c5badb6a333b50001db9724,29.5,0,NA,white,NA,0,Rural,75000,0,Biden/Harris,Very liberal,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,17.503031019366283,24,0.7292929591402618,1.0015814884199403,-0.3518914658365314,0.10042996013468261,-0.20769850738088053
5c5c3c5a676a2800013eba45,39.5,0,NA,white,NA,1,Rural,75000,1,I did not vote in the last election,Moderate,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,34.27705906220242,24,1.4282107942584341,0.9585531396354113,0.7627017184823968,-0.0283728352836939,-1.1259506861145137
5c695a065416680001bef3c0,39.5,1,NA,white,NA,0,Rural,37500,0,Biden/Harris,Liberal,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,29.561656823450996,24,1.2317357009771248,0.7679058198818446,0.5507816805473941,-0.7273355505359865,-0.8077443847840139
5c6ee20c0506a200015c4275,39.5,1,NA,white,NA,0,Suburban,37500,1,Biden/Harris,Liberal,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,23.016534419027078,24,0.9590222674594616,0.9061764376788545,0.12287261480720478,-0.23001377155491493,-0.5026504215891593
5c6f64cdcacbc8000113ed19,59.5,1,NA,two_or_more,NA,1,Suburban,12500,0,I did not vote in the last election,Conservative,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,65.89225267293405,24,2.7455105280389187,1.3854422673054299,2.0922956357410065,1.2309985642587706,-0.8077443847840139
5c76fcf237d77b00168b4d85,39.5,1,NA,white,NA,0,Urban,37500,0,Biden/Harris,Very liberal,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,21.825139660499325,24,0.9093808191874718,1.180690618284984,0.020887839819757947,0.717046204280064,0.07977847282187815
5c7e764fa7432a00169e1499,49.5,0,NA,black,NA,1,Urban,37500,0,I did not vote in the last election,Very liberal,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,7.7383277108423165,24,0.3224303212850965,0.4990101281684999,-1.2626618584682692,-1.9330216665315603,-0.8077443847840139
5c804f4092ad770015846011,59.5,1,NA,asian,NA,1,Urban,75000,2,Biden/Harris,Somewhat liberal,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,19.98072980037269,24,0.832530408348862,1.0714063547802395,-0.1332677140049228,0.34000593068872587,-0.20769850738088053
5c8ef3c2d7ecab0018d528da,49.5,1,NA,black,NA,1,Suburban,150000,2,Biden/Harris,Liberal,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,16.3875259529578,24,0.6828135813732418,0.8507637926698962,-0.13710276693473145,-0.37482637971875077,-1.4608909903463168
5c8fa199208071000183d490,59.5,1,NA,white,NA,0,NA,75000,2,Biden/Harris,Moderate,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,15.586767619763274,24,0.6494486508234697,1.0789872401737701,0.087443815149356785,0.33802742908715266,-2.202518334400096
5c91fc9c183fb70012f3510a,49.5,0,NA,white,NA,1,Urban,37500,0,Biden/Harris,Liberal,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,16.586485331869827,24,0.6911035554945761,0.857104531559363,-0.12459444480606469,-0.35318632556654694,-1.4608909903463168
5c92aa671ce0cd00128c6c86,29.5,0,NA,white,NA,1,Urban,150000,0,Biden/Harris,Very liberal,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,7.586139260218812,24,0.3160891358424505,0.5553360114985554,-0.6017450313883538,-1.4809079692404108,-1.8173707266040662
5ca73ac06fa13f00189cbe17,59.5,0,NA,white,NA,1,Urban,37500,0,Biden/Harris,Somewhat liberal,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,26.64680677777026,24,1.1102836157404274,1.1003488822272052,0.3796012242631546,0.4202856889367817,-0.8077443847840139
5cdad620eae6f70019d4e950,29.5,0,NA,white,NA,1,Suburban,75000,0,Trump/Pence,Somewhat conservative,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.222586867390859,24,0.21760778614128581,0.49293680639119325,-0.26440830858168574,-1.6134671788754364,-2.628446982009353
