StartDate.2a,EndDate.2a,Status.2a,Progress.2a,duration.2a,Finished.2a,RecordedDate.2a,Q_RecaptchaScore.2a,consent.2a,prolificID,enviroID4,efficacy5,efficacy6,ccBelief1,ccBelief2,ccBelief3,ccBelief4,ccBelief5,age,gender,genderOther,race,raceOther,education,rurality,income,children,election,politics,BIPOC,dictatorGame,waterWashingNotFull_r.2a,waterDishNotFull_r.2a,waterShowerStop_.2a,waterTeethStop_.2a,waterLawn_r.2a,homeClothesCold_.2a,homeClothesHang_.2a,homeClothesDryer_r.2a,homeLightsOff_.2a,socialCritical_r.2a,socialSupportive_.2a,socialReduceImpact_.2a,socialOutside_.2a,socialDocumentary_.2a,socialRead_.2a,socialGroup_.2a,socialConversation_.2a,foodOrganicVeg_.2a,foodLocal_.2a,foodGarden_.2a,foodOwnLunch_.2a,foodForage_.2a,foodRefrainedDistance_.2a,foodMeat_r.2a,foodBeef_r.2a,foodLunchNoMeat_.2a,foodDinnerNoMeat_.2a,foodMeatEveryDay_r.2a,foodCowMilk_r.2a,foodTofu_.2a,foodNonDairyMilk_.2a,foodOatMilk_.2a,foodVegan_.2a,packDisposableWaterAway_r.2a,packDisposableWaterHome_r.2a,packTapWaterHome_.2a,packNonWaterDisposable_r.2a,packReusableBottle_.2a,packReusableMug_.2a,packDisposableCoffee_r.2a,packDeclineBag_.2a,packReusableBag_.2a,packDisposableBag_r.2a,packContainerToRestaurant_.2a,packCarriedUtensils_.2a,packDisposablePlate_r.2a,packRags_.2a,packReusableNapkin_.2a,packZiploc_r.2a,packPaperTowel_r.2a,packReducedPlastic_.2a,packGlassAlumOverPlastic_.2a,packAlumOverGlass_.2a,packRecycledContainer_.2a,packRecycledPaper_.2a,packPickUpRecycle_.2a,packCompost_.2a,packCarriedTrash_.2a,packPickedUpLitter_.2a,packThrownAwayRecycling_r.2a,packPullRecycleFromTrash_.2a,packDilutedSoap_.2a,packGaveNotThrown_.2a,packRepaired_.2a,packReusedPaperPlasticBags_.2a,purchThrownAwayEarly_r.2a,foodThrownBadFood_r.2a,foodThrownGoodFood_r.2a,packReusedSingleUse_.2a,purchBoughtSecondHand_.2a,packGaveToFriend_.2a,purchBuyNothing_.2a,purchSlowShipping_.2a,transWalk_.2a,transBike_.2a,transPublic_.2a,transCarpool_.2a,transDrivenAlone_r.2a,transTaxiAlone_r.2a,transTirePressure_.2a,fashFast_r.2a,purchOnlyNecessities_.2a,fashPutAside_.2a,fashShoppedSecondHand_.2a,purchTriedSecondHand_.2a,enviroID1,enviroID2,enviroID3,greenGlow1,greenGlow2,greenGlow3,greenGlow4,efficacy1,efficacy2,efficacy3,efficacy4,p.fit.2a,p.df.2a,p.outfitMSQ.2a,p.infitMSQ.2a,p.outfitZ.2a,p.infitZ.2a,rebl_score.2a,StartDate.2b,EndDate.2b,Status.2b,Progress.2b,duration.2b,Finished.2b,RecordedDate.2b,Q_RecaptchaScore.2b,consent.2b,eweExpGen1,eweExpGen2,eweExpGen3,eweExpGen4,eweExpGen5,eweExpSpec,eweWhatTypes,eweWhatTypesText,eweAffectedHow,eweAffectedHowText,eweHowMany,eweSigType,eweSigTypeText,eweSigYear,eweSigMonth,eweSigSeverity,eweSigCostPreIns,eweSigCostPostIns,attributionGen1,attributionGen2,attributionGen3,attributionGen4,attributionGen5,attributionSpec1,attributionSpec2,attributionSpec3,attributionSpec4,attributionSpec5,psychDist1,psychDist2,psychDist3,psychDist4,psychDist5,worry1,worry2,worry3,worry4,worry5,socialNorms1,socialNorms2,socialNorms3,socialNorms4,socialNorms5,waterWashingNotFull_r.2b,waterDishNotFull_r.2b,waterShowerStop_.2b,waterTeethStop_.2b,waterLawn_r.2b,homeClothesCold_.2b,homeClothesHang_.2b,homeClothesDryer_r.2b,homeLightsOff_.2b,socialCritical_r.2b,socialSupportive_.2b,socialReduceImpact_.2b,socialOutside_.2b,socialDocumentary_.2b,socialRead_.2b,socialGroup_.2b,socialConversation_.2b,foodOrganicVeg_.2b,foodLocal_.2b,foodGarden_.2b,foodOwnLunch_.2b,foodForage_.2b,foodRefrainedDistance_.2b,foodMeat_r.2b,foodBeef_r.2b,foodLunchNoMeat_.2b,foodDinnerNoMeat_.2b,foodMeatEveryDay_r.2b,foodCowMilk_r.2b,foodTofu_.2b,foodNonDairyMilk_.2b,foodOatMilk_.2b,foodVegan_.2b,packDisposableWaterAway_r.2b,packDisposableWaterHome_r.2b,packTapWaterHome_.2b,packNonWaterDisposable_r.2b,packReusableBottle_.2b,packReusableMug_.2b,packDisposableCoffee_r.2b,packDeclineBag_.2b,packReusableBag_.2b,packDisposableBag_r.2b,packContainerToRestaurant_.2b,packCarriedUtensils_.2b,packDisposablePlate_r.2b,packRags_.2b,packReusableNapkin_.2b,packZiploc_r.2b,packPaperTowel_r.2b,packReducedPlastic_.2b,packGlassAlumOverPlastic_.2b,packAlumOverGlass_.2b,packRecycledContainer_.2b,packRecycledPaper_.2b,packPickUpRecycle_.2b,packCompost_.2b,packCarriedTrash_.2b,packPickedUpLitter_.2b,packThrownAwayRecycling_r.2b,packPullRecycleFromTrash_.2b,packDilutedSoap_.2b,packGaveNotThrown_.2b,packRepaired_.2b,packReusedPaperPlasticBags_.2b,purchThrownAwayEarly_r.2b,foodThrownBadFood_r.2b,foodThrownGoodFood_r.2b,packReusedSingleUse_.2b,purchBoughtSecondHand_.2b,packGaveToFriend_.2b,purchBuyNothing_.2b,purchSlowShipping_.2b,transWalk_.2b,transBike_.2b,transPublic_.2b,transCarpool_.2b,transDrivenAlone_r.2b,transTaxiAlone_r.2b,transTirePressure_.2b,fashFast_r.2b,purchOnlyNecessities_.2b,fashPutAside_.2b,fashShoppedSecondHand_.2b,purchTriedSecondHand_.2b,p.fit.2b,p.df.2b,p.outfitMSQ.2b,p.infitMSQ.2b,p.outfitZ.2b,p.infitZ.2b,rebl_score.2b,rebl_score_link_sl
2023-05-02,2023-05-02,IP Address,100,1045,True,2023-05-02T16:22:35Z,1,Yes,59a88f5b321f870001d16d68,6,5,5,4,5,5,5,3,59.5,0,NA,white,NA,0,Rural,12500,0,Biden/Harris,Somewhat liberal,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,6,4,5,5,6,5,5,4,4,4,5,10.971338755285403,24,0.45713911480355846,0.660124835329488,-1.0219247698521186,-1.3723955497461244,0.37839338384448384,2023-05-19,2023-05-19,IP Address,100,1439,True,2023-05-19T20:39:50Z,1,Yes,3,3,2,4,3,1,"Drought,Heat wave,Winter storm or blizzard",NA,"High levels of anxiety or stress,Canceled plans to travel,Friends or family were affected",NA,2,Heat wave,NA,2021,July,6,$0,$0,1,1,4,4,5,4,4,2,4,2,2,2,3,3,2,3,2,5,4,5,3,3,2,3,3,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,14.715088597449311,24,0.613128691560388,0.8152101817152473,-0.5651736214084049,-0.6417764617351525,0.3867746456637184,0.3852894484984087
2023-05-02,2023-05-02,IP Address,100,399,True,2023-05-02T16:02:42Z,1,Yes,59b0106d834a170001d6061c,4,4,5,6,6,6,2,0,39.5,1,NA,white,NA,1,Urban,12500,0,Biden/Harris,Very liberal,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,2,2,4,4,4,4,4,2,2,3,34.225182123470844,24,1.4260492551446184,1.1998071572296887,0.738313312662783,0.6775035974613242,-1.4576400419390545,2023-05-25,2023-05-25,IP Address,100,571,True,2023-05-25T13:53:42Z,1,Yes,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,6,6,NA,NA,NA,NA,NA,1,2,2,2,0,5,0,6,5,5,2,1,1,4,5,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,30.725201160537075,24,1.2802167150223782,1.150310771195107,0.615687984547565,0.529026528836703,-2.218823080460091,-2.19946349581641
2023-05-02,2023-05-02,IP Address,100,626,True,2023-05-02T15:38:51Z,1,Yes,59c0782e5364260001dc4740,4,4,4,3,6,3,4,3,59.5,1,NA,black,NA,0,Rural,12500,1,Biden/Harris,Liberal,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,4,4,4,4,4,4,4,5,5,4,5,10.563274534125252,24,0.44013643892188553,0.8511025044769879,-0.015224319579077883,-0.3272524966701018,-2.624830169959419,2023-05-21,2023-05-21,IP Address,100,867,True,2023-05-21T13:03:11Z,1,Yes,4,4,3,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,5,NA,NA,NA,NA,NA,5,3,4,1,4,5,1,5,3,5,3,3,1,5,4,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7.358766064324355,24,0.30661525268018147,0.54519857959765206,-0.6577977312933907,-1.4992942465428387,-1.8288507422997355,-1.8126109363613376
2023-05-02,2023-05-02,IP Address,100,642,True,2023-05-02T16:18:41Z,0.800000011920929,Yes,59dba8575cddae0001ff0780,5,5,5,4,5,4,3,2,29.5,0,NA,white,NA,0,Suburban,37500,0,Biden/Harris,Somewhat conservative,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,2,5,3,3,4,4,5,4,1,3,4,21.87871385850707,24,0.9116130774377945,1.0431690896687644,0.0013308729741084435,0.24398511717967533,-0.19480938115299828,2023-05-19,2023-05-19,IP Address,100,814,True,2023-05-19T21:49:25Z,0.8999999761581421,Yes,4,5,3,5,5,1,"Flood,Winter storm or blizzard",NA,"Experienced property damage,Friends or family were affected",NA,3,Flood,NA,2021,July,5,"$1,000 to $5,000","$1,000 to $5,000",1,1,4,5,5,3,4,2,3,2,5,5,5,2,3,5,1,5,4,4,4,3,1,5,4,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,15.870027843187847,24,0.6612511601328269,0.8549372666135165,-0.5119935607713575,-0.4511128593864343,0.10023080454120682,0.10103795810487716
2023-05-02,2023-05-02,IP Address,100,622,True,2023-05-02T16:31:14Z,0.800000011920929,Yes,59e7477e3e4b5a00016aa4d2,6,6,6,6,6,6,6,0,59.5,0,NA,white,NA,1,Rural,75000,2,Biden/Harris,Moderate,0,5,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,6,6,6,6,6,6,6,6,6,6,6,7.966410029745157,24,0.33193375123938157,0.4719647300132441,-1.259613863080722,-2.5074866380817005,0.659949630485404,2023-05-20,2023-05-20,IP Address,100,946,True,2023-05-20T04:27:29Z,0.8999999761581421,Yes,6,6,4,6,6,1,"Hurricane,Wildfire,Heat wave",NA,"Evacuated,Sheltered in place,Loss of income,Experienced heavy smoke from wildfires,Canceled plans to travel,Friends or family were affected",NA,3,Heat wave,NA,2022,July,9,NA,NA,1,1,6,6,6,6,6,0,6,0,6,6,6,0,4,6,0,6,6,6,3,4,0,6,6,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,7.919668150419577,24,0.32998617293414906,0.4703181367817998,-1.198121661249848,-2.4826359055343055,0.6705405206426701,0.6667851964775288
2023-05-02,2023-05-02,IP Address,100,424,True,2023-05-02T15:44:48Z,1,Yes,59ea2d5a7f3d71000171e0a9,4,1,3,3,6,6,2,1,29.5,1,NA,white,NA,1,Urban,200000,0,Biden/Harris,Very liberal,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2,3,3,4,4,4,5,2,1,2,2,65.38523730979978,24,2.724384887908324,1.8861500138031544,1.75831923607972,2.2442289793900576,-1.4576400419390545,2023-05-19,2023-05-19,IP Address,100,519,True,2023-05-19T22:48:57Z,0.8999999761581421,Yes,3,5,2,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,6,6,NA,NA,NA,NA,NA,3,2,5,1,1,6,0,6,6,5,1,1,1,2,5,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.249163801696238,24,0.8020484917373433,0.964670863125461,-0.13772345921402893,-0.012019381865103498,-0.8020396565512473,-0.7940143392988374
2023-05-02,2023-05-02,IP Address,100,375,True,2023-05-02T15:40:45Z,1,Yes,59ea4e1116ecc200016ff81e,4,4,3,5,5,3,6,4,29.5,0,NA,asian,NA,1,Suburban,150000,1,Biden/Harris,Liberal,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,6,5,5,3,2,5,5,5,4,92.19522417350663,24,3.8414676738961098,2.04960190657115,2.723961493902388,2.6353608751060302,-1.1201557733414802,2023-05-19,2023-05-19,IP Address,100,476,True,2023-05-19T20:02:50Z,1,Yes,3,4,4,3,5,1,"Hurricane,Tropical storm,Flood",NA,High levels of anxiety or stress,NA,2,Hurricane,NA,2022,August,6,"$500 to $1,000","$500 to $1,000",1,1,5,5,5,5,3,3,4,2,4,4,3,3,2,4,4,4,4,4,5,5,4,4,4,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,66.18352706303637,24,2.7576469609598484,1.9070374823778358,1.7367029309001507,2.2794711867558273,-1.4667139455469609,-1.4533712339825853
2023-05-02,2023-05-02,IP Address,100,389,True,2023-05-02T15:57:22Z,1,Yes,59f0acf65de9b000017ed914,6,5,6,4,6,5,4,5,29.5,1,NA,white,NA,1,Urban,75000,0,I did not vote in the last election,Very conservative,0,2,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,5,6,6,6,6,5,5,6,5,6,48.56379181884448,24,2.0234913257851868,1.108673730123262,1.1507119807509145,0.4229344929144092,-1.8159759789224368,2023-05-20,2023-05-20,IP Address,100,469,True,2023-05-20T06:16:29Z,0.8999999761581421,Yes,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,5,5,NA,NA,NA,NA,NA,2,4,4,2,4,5,2,5,5,4,4,2,0,4,4,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9.038664296895464,24,0.3766110123706443,0.6129850326942832,-0.512736318804343,-1.2125922368429862,-1.8288507422997355,-1.8126109363613376
2023-05-02,2023-05-02,IP Address,100,771,True,2023-05-02T15:14:55Z,1,Yes,59f21fe8cc514a00011a66cf,5,3,5,1,5,1,1,5,49.5,1,NA,white,NA,0,Rural,75000,1,Trump/Pence,Somewhat conservative,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,4,5,5,5,5,5,4,4,1,4,15.410174689001618,24,0.6420906120417341,0.8570850095345743,-0.3788687281503408,-0.3619192040575079,-1.1201557733414802,2023-05-23,2023-05-23,IP Address,100,726,True,2023-05-23T14:10:43Z,1,Yes,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,NA,1,1,1,5,1,1,5,5,1,1,4,1,1,4,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,43.176322646938,24,1.7990134436224166,1.3547241330168396,1.3352340463348997,1.1656112412777935,-0.4916172289565468,-0.4860752911248944
2023-05-02,2023-05-02,IP Address,100,486,True,2023-05-02T15:44:08Z,1,Yes,59f71f797086f80001941493,2,5,5,4,6,4,4,1,49.5,1,NA,white,NA,1,Suburban,150000,1,Biden/Harris,Somewhat liberal,0,2,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,4,4,5,6,5,2,5,4,1,4,27.102401626346474,24,1.1292667344311031,1.1552571416796098,0.4091236019932518,0.5679808739547993,-1.1201557733414802,2023-05-20,2023-05-20,IP Address,100,763,True,2023-05-20T15:39:38Z,1,Yes,5,5,1,4,5,1,"Wildfire,Drought,Heat wave",NA,"Experienced heavy smoke from wildfires,Canceled plans to travel",NA,2,Wildfire,NA,2021,October,3,$0,NA,1,1,4,5,5,4,5,1,4,1,1,4,5,1,2,4,1,5,4,5,4,1,0,4,4,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,19.337767666360474,24,0.8057403194316864,1.1565571392535305,0.022955814585073342,0.5594438678544075,-1.4667139455469609,-1.4533712339825853
2023-05-02,2023-05-02,IP Address,100,1764,True,2023-05-02T15:59:47Z,0.8999999761581421,Yes,5a04869ff2e3460001edad2e,1,1,2,3,4,2,1,4,29.5,0,NA,white,NA,0,Rural,75000,0,Trump/Pence,Moderate,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,2,2,2,3,3,3,2,2,2,1,3,14.473389188159024,24,0.6030578828399593,0.6735861857844859,-0.45759622849603465,-1.047718418978043,-1.1201557733414802,2023-05-19,2023-05-19,IP Address,100,793,True,2023-05-19T20:50:54Z,0.8999999761581421,Yes,4,4,2,1,5,1,"Tornado,Drought,Heat wave",NA,No significant impacts,NA,3,Heat wave,NA,2020,September,5,NA,NA,1,1,5,5,5,1,3,3,3,3,1,1,1,3,2,2,3,2,2,1,3,4,1,5,2,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,6.411888799075022,24,0.2671620332947926,0.44140905635874517,-1.0176587863930908,-2.044594793157046,-1.4667139455469609,-1.4533712339825853
2023-05-02,2023-05-02,IP Address,100,482,True,2023-05-02T15:12:32Z,1,Yes,5a0efb83ab721b0001ef8509,3,2,3,1,0,1,1,5,69.5,0,NA,white,NA,0,Suburban,75000,2,Trump/Pence,Conservative,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,4,4,4,3,4,3,2,2,2,3,9.136997522001957,24,0.38070823008341487,0.6407294130908874,-0.7699168061013091,-1.1388616952240538,-1.4576400419390545,2023-05-20,2023-05-20,IP Address,100,746,True,2023-05-20T08:45:51Z,1,Yes,6,6,2,5,6,1,"Hurricane,Tropical storm,Wildfire,Drought,Heat wave,Flood",NA,"Made plans to evacuate, but did not have to follow through,Sheltered in place,Experienced heavy smoke from wildfires,High levels of anxiety or stress,Friends or family were affected",NA,5 or more,Hurricane,NA,2019,June,7,Less than $500,Less than $500,0,0,0,0,1,5,1,5,1,5,1,1,1,5,1,1,5,2,3,1,4,3,1,3,2,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,5.200345140464159,24,0.21668104751933995,0.42635014307907165,-0.5900929671660786,-2.024706201410317,-2.218823080460091,-2.19946349581641
2023-05-02,2023-05-02,IP Address,100,443,True,2023-05-02T15:04:07Z,1,Yes,5a0f7d84ff266c0001d209cc,0,3,5,6,6,6,0,0,49.5,1,NA,white,NA,0,Rural,12500,0,Biden/Harris,Somewhat liberal,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,2,5,5,5,1,6,4,0,4,7.9045776747954575,24,0.3293574031164774,0.9082750661652577,0.1152502521559573,-0.1123738109557274,-3.108748144150066,2023-05-24,2023-05-24,IP Address,100,430,True,2023-05-24T11:27:47Z,1,Yes,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,6,5,NA,NA,NA,NA,NA,0,0,6,3,0,4,1,6,3,6,1,0,0,4,4,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8.512887494640987,24,0.35470364561004114,1.1103483189513497,0.5420039468417182,0.37962983376802795,-3.745038660164162,-3.7134693508828485
2023-05-02,2023-05-02,IP Address,100,533,True,2023-05-02T15:10:14Z,0.8999999761581421,Yes,5a15ef85087f2e0001eaf507,5,4,4,5,6,5,4,1,39.5,1,NA,white,NA,1,Urban,37500,0,Biden/Harris,Liberal,0,5,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,4,4,4,5,5,5,4,5,4,3,4,25.32715134054852,24,1.055297972522855,1.2579466811693922,0.2899774806451584,0.8746647722753969,-0.7993243569416129,2023-05-19,2023-05-19,IP Address,100,760,True,2023-05-19T20:45:24Z,0.8999999761581421,Yes,5,5,3,1,4,1,"Tornado,Heat wave",NA,"Sheltered in place,High levels of anxiety or stress",NA,2,Tornado,NA,2022,October,4,$0,$0,1,1,4,6,6,1,3,3,2,3,5,4,5,1,5,5,0,6,5,5,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,22.84939593596848,24,0.9520581639986867,1.0929913086556107,0.12736037960891633,0.3944755621904052,-0.8020396565512473,-0.7940143392988374
